MLS#,Type,Prop. Cat.,Prop. Cond.,Tax,Address,City,Zip,Area,BD,Baths,# Levels,Apx Sqft,Price SqFt,Sld Price Sqft,Lot Size,Pend. Date,DOM,CDOM,List Date,List Price,Sold Date,Price,Yr. Built,HOA Dues,# Garage,# Fireplaces,Terms
ML81945111,RES-MFG,RES,EXISTNG,12374,9527 Ash Street,Portland,95180,147,5,4.0,3,1234,1618,1544,10-19.99AC,2023-06-21,27,30,2023-05-25,"$1,996,497",2023-07-20,"$1,905,296",2004,0,2,0,OTHER
ML81945112,RES-MFG,RES,NEW,6566,8351 Redwood Street,Portland,95221,141,6,4.1,2,1771,532,518,7-9.99AC,2023-11-01,64,65,2023-08-29,"$941,406",2023-12-09,"$917,378",2002,0,3,1,FHA
ML81945113,PLNCOMM,RES,FIXER,13121,2254 Maple Avenue,Portland,95167,143,3,2.0,1,803,2412,2483,20K-.99AC,2023-06-15,54,61,2023-04-22,"$1,936,610",2023-07-12,"$1,993,849",1975,0,1,2,FHA
ML81945114,RES-MFG,RES,UNDRCON,6852,5315 Birch Court,Portland,95230,152,6,1.0,1,3916,425,426,"3K-4,999SF",2023-10-20,88,98,2023-07-24,"$1,665,685",2023-11-15,"$1,668,216",1958,0,1,1,TRADE
ML81945115,DETACHD,RES,REMOD,3191,3208 Cypress Avenue,Portland,95169,141,4,2.1,2,2994,177,170,7-9.99AC,2024-03-06,23,23,2024-02-12,"$530,662",2024-04-03,"$508,980",1960,0,2,0,OWNCONT
ML81945116,DETACHD,RES,PROPOSD,13261,2222 Elm Street,Portland,95109,143,4,2.1,3,3898,260,261,"3K-4,999SF",2024-06-20,64,68,2024-04-17,"$1,012,068",2024-07-14,"$1,017,378",1981,0,3,1,REHAB
ML81945117,FLTHOME,RES,FIXER,3932,1068 Willow Lane,Portland,95188,$141,3,2.0,2,3763,317,318,20K-.99AC,2023-06-22,87,94,2023-03-27,"$1,191,827",2023-07-23,"$1,196,634",1979,0,3,2,FCS
ML81945118,RES-MFG,RES,UNDRCON,9709,3711 Cherry Avenue,Portland,95102,152,3,1.0,1,2510,159,159,"15K-19,999SF",2024-10-30,75,79,2024-08-16,"$400,036",2024-11-20,"$399,090",1983,0,0,2,NOFNCING
ML81945119,DETACHD,RES,RESALE,8303,534 Spruce Avenue,Portland,95206,150,6,1.1,2,3794,256,250,"10K-14,999SF",2024-05-29,89,91,2024-03-01,"$970,223",2024-06-26,"$948,500",2013,0,1,0,OWNCONT
ML81945120,PLNCOMM,RES,NEW,6409,6616 Ash Avenue,Portland,95166,152,6,1.1,1,4385,277,278,20K-.99AC,2024-08-01,76,82,2024-05-17,"$1,214,812",2024-09-06,"$1,219,030",1995,0,2,1,CONV
ML81945121,FLTHOME,RES,NEW,6004,125 Cedar Place,Portland,95198,$141,6,1.0,1,3076,357,346,1-2.99AC,2024-02-21,43,49,2024-01-09,"$1,098,612",2024-03-12,"$1,064,296",1951,0,2,3,REHAB
ML81945122,PLNCOMM,RES,RESALE,4835,8931 Spruce Place,Portland,95132,143,3,1.1,3,2715,486,466,20K-.99AC,2024-04-05,76,85,2024-01-20,"$1,319,063",2024-04-26,"$1,265,190",1957,0,3,0,OTHER
ML81945123,ATTACHD,RES,FIXER,7921,9353 Redwood Circle,Portland,95123,150,1,1.1,1,3455,518,521,3-4.99AC,2024-03-22,66,75,2024-01-16,"$1,790,377",2024-04-29,"$1,800,055",1990,0,3,0,LEAS-OP
ML81945124,RES-MFG,RES,RESALE,7126,4757 Aspen Place,Portland,95120,150,2,4.0,2,2895,462,475,1-2.99AC,2024-06-24,15,16,2024-06-09,"$1,337,227",2024-07-16,"$1,375,125",2001,0,3,1,CALL-SA
ML81945125,DETACHD,RES,EXISTNG,12076,6175 Walnut Place,Portland,95108,141,6,1.1,2,4309,125,127,"7K-9,999SF",2024-08-08,80,88,2024-05-20,"$538,878",2024-09-04,"$547,243",1963,0,1,1,REHAB
ML81945126,IN-PARK,RES,REGHIST,10199,2083 Magnolia Way,Portland,95174,150,4,2.1,3,3606,318,303,"5K-6,999SF",2023-12-17,79,85,2023-09-29,"$1,147,567",2024-01-15,"$1,092,618",1970,0,0,2,FHA
ML81945127,RES-MFG,RES,APPROX,11765,1865 Pine Lane,Hillsboro,95210,142,1,4.0,1,4481,246,241,10-19.99AC,2024-11-18,10,13,2024-11-08,"$1,101,094",2024-12-26,"$1,079,921",2009,0,1,3,FCS
ML81945128,IN-PARK,RES,EXISTNG,7426,4791 Maple Drive,Hillsboro,95157,$141,5,3.1,1,918,1685,1661,20-49.99AC,2023-04-17,81,85,2023-01-26,"$1,546,585",2023-05-14,"$1,524,798",1964,0,2,0,TRADE
ML81945129,FLTHOME,RES,EXISTNG,13028,3518 Cherry Street,Portland,95159,141,1,3.1,1,4354,380,372,7-9.99AC,2024-12-15,76,86,2024-09-30,"$1,652,774",2025-01-10,"$1,619,688",1950,0,3,1,REHAB
ML81945130,ATTACHD,RES,RESALE,12865,810 Redwood Circle,Portland,95210,147,6,3.1,2,1448,453,449,20-49.99AC,2023-03-25,52,60,2023-02-01,"$655,736",2023-05-01,"$650,152",1989,553,2,3,TRADE
ML81945131,DETACHD,RES,RESTORD,11440,2349 Magnolia Circle,Portland,95203,$141,5,2.0,2,1170,335,347,"5K-6,999SF",2023-11-04,38,43,2023-09-27,"$391,619",2023-12-09,"$405,990",2022,0,1,1,SGI
ML81945132,ATTACHD,RES,RESTORD,13262,4001 Birch Drive,Portland,95176,143,3,2.0,2,1296,1010,1057,"5K-6,999SF",2023-10-06,41,51,2023-08-26,"$1,309,258",2023-10-29,"$1,369,872",1953,0,2,0,CASH
ML81945133,PLNCOMM,RES,REMOD,6160,1131 Oak Lane,Gaston,95229,147,3,1.0,2,2615,287,297,"0-2,999SF",2023-11-03,60,70,2023-09-04,"$749,686",2023-11-24,"$776,655",2014,0,3,3,CONV
ML81945134,DETACHD,RES,RESALE,12512,8795 Aspen Court,Gresham,95151,150,3,1.1,1,2729,541,541,5-6.99AC,2023-02-14,5,6,2023-02-09,"$1,475,053",2023-03-13,"$1,476,389",1971,0,3,0,CALL-SA
ML81945135,DETACHD,RES,PROPOSD,11345,1145 Oak Drive,Portland,95125,142,4,3.0,3,4112,393,400,"5K-6,999SF",2025-02-04,39,40,2024-12-27,"$1,617,992",2025-02-24,"$1,644,800",1967,0,1,0,LSE-BAK
ML81945136,IN-PARK,RES,APPROX,3449,2907 Cedar Road,Portland,95165,152,6,1.1,1,2011,524,511,3-4.99AC,2024-08-17,10,10,2024-08-07,"$1,053,374",2024-09-13,"$1,027,621",1980,0,3,1,OWNCRRY
ML81945137,ATTACHD,RES,RESTORD,5520,4056 Walnut Place,Newberg,95114,152,3,1.1,1,2869,545,563,1-2.99AC,2024-11-22,75,83,2024-09-08,"$1,562,879",2024-12-22,"$1,615,247",1951,575,2,0,NOFNCING
ML81945138,ATTACHD,RES,REGHIST,10469,2951 Cherry Street,Portland,95192,150,2,3.1,1,4266,252,245,10-19.99AC,2024-02-28,69,79,2023-12-21,"$1,073,870",2024-04-08,"$1,045,170",1988,450,1,0,REHAB
ML81945139,ATTACHD,RES,EXISTNG,14986,2829 Elm Drive,Portland,95158,150,2,2.0,2,984,1355,1400,"7K-9,999SF",2024-12-04,11,17,2024-11-23,"$1,333,588",2024-12-31,"$1,377,600",2002,545,1,3,VA
ML81945140,RES-MFG,RES,UNKNOWN,8319,7960 Elm Court,Portland,95101,141,5,4.1,1,2754,134,129,3-4.99AC,2025-01-15,45,55,2024-12-01,"$370,178",2025-02-05,"$355,266",1950,0,2,0,FMHA
ML81945141,FLTHOME,RES,UNKNOWN,6987,5813 Cedar Boulevard,Portland,95170,147,2,3.1,1,3672,363,358,20K-.99AC,2024-06-28,43,50,2024-05-16,"$1,334,319",2024-07-31,"$1,314,576",2008,0,0,2,REHAB
ML81945142,CONDO,RES,RESALE,3191,5313 Oak Boulevard,Portland,95139,$141,1,2.0,2,1442,1088,1045,"7K-9,999SF",2023-12-25,54,62,2023-11-01,"$1,569,338",2024-02-01,"$1,506,890",1986,465,2,2,CASH
ML81945143,FLTHOME,RES,RESTORD,13800,5065 Spruce Place,City,95239,142,3,1.1,1,1704,843,870,"5K-6,999SF",2024-11-22,55,60,2024-09-28,"$1,437,268",2024-12-25,"$1,482,480",2019,0,1,0,FHA
ML81945144,ATTACHD,RES,RESALE,8040,6210 Pine Place,Portland,95192,141,6,4.0,2,4436,344,337,7-9.99AC,2023-09-21,35,41,2023-08-17,"$1,525,416",2023-10-24,"$1,494,932",1989,381,0,1,FCS
ML81945145,RES-MFG,RES,NEW,5094,9620 Maple Road,Portland,95242,$141,2,3.1,3,1640,918,908,"7K-9,999SF",2024-07-13,32,34,2024-06-11,"$1,504,925",2024-08-14,"$1,489,120",2017,0,3,1,CASH
ML81945146,PLNCOMM,RES,REMOD,8693,6787 Redwood Way,Beaverton,95140,147,2,3.0,3,2077,865,856,1-2.99AC,2023-05-18,50,59,2023-03-29,"$1,796,898",2023-06-08,"$1,777,912",2016,0,2,3,REHAB
ML81945147,DETACHD,RES,REMOD,11523,2091 Pine Place,Portland,95118,147,4,3.0,2,1483,321,308,5-6.99AC,2024-03-07,38,46,2024-01-29,"$476,754",2024-04-07,"$456,764",2019,0,3,1,CALL-SA
ML81945148,DETACHD,RES,PROPOSD,14538,4374 Birch Court,Gresham,95163,142,1,2.1,2,1418,426,411,"7K-9,999SF",2023-12-15,70,76,2023-10-06,"$603,973",2024-01-21,"$582,798",2024,0,3,2,TRADE
ML81945149,CONDO,RES,REGHIST,3335,3760 Aspen Way,Beaverton,95204,141,5,2.0,3,1532,683,717,10-19.99AC,2024-06-07,5,5,2024-06-02,"$1,046,688",2024-07-01,"$1,098,444",2009,169,3,3,OWNCRRY
ML81945150,ATTACHD,RES,RESALE,13444,2239 Spruce Circle,Portland,95106,141,4,3.0,2,2465,154,147,7-9.99AC,2024-06-19,42,45,2024-05-08,"$379,994",2024-07-13,"$362,355",2023,0,1,0,OTHER
ML81945151,IN-PARK,RES,REMOD,14742,6893 Aspen Place,Gresham,95246,141,4,3.1,1,1294,1512,1463,"5K-6,999SF",2024-06-24,39,42,2024-05-16,"$1,956,323",2024-07-27,"$1,893,122",1995,0,2,0,VA
ML81945152,ATTACHD,RES,PROPOSD,14721,6978 Elm Drive,Gresham,95125,$141,6,1.1,1,2084,534,539,5-6.99AC,2024-07-08,47,57,2024-05-22,"$1,112,558",2024-07-31,"$1,123,276",1990,319,2,1,LEAS-OP
ML81945153,PLNCOMM,RES,UNDRCON,13180,724 Maple Boulevard,Portland,95199,142,3,4.1,1,4376,333,325,"0-2,999SF",2024-12-19,20,27,2024-11-29,"$1,458,947",2025-01-22,"$1,422,200",1968,0,1,2,CONV
ML81945154,CONDO,RES,UNKNOWN,8005,8747 Birch Road Unit 561,Lake Oswego,95174,152,4,4.1,2,1285,1384,1357,3-4.99AC,2023-08-10,40,41,2023-07-01,"$1,778,616",2023-09-03,"$1,743,745",1999,0,2,1,OTHER
ML81945155,DETACHD,RES,NEW,14480,2820 Cherry Street,Portland,95233,143,3,2.1,2,1391,268,257,"3K-4,999SF",2024-03-30,75,82,2024-01-15,"$372,206",2024-04-21,"$357,487",1974,0,1,0,REHAB
ML81945156,DETACHD,RES,UNKNOWN,13691,862 Ash Boulevard,Portland,95110,150,1,1.1,3,3951,226,229,"3K-4,999SF",2023-12-20,18,25,2023-12-02,"$892,111",2024-01-26,"$904,779",1971,0,2,2,CASH
ML81945157,IN-PARK,RES,UNDRCON,8793,5644 Oak Way,Portland,95235,143,1,4.0,3,4455,232,229,10-19.99AC,2023-05-21,25,28,2023-04-26,"$1,031,478",2023-06-15,"$1,020,195",1950,0,1,3,FHA
ML81945158,PLNCOMM,RES,UNKNOWN,5195,2375 Cherry Drive,Portland,95157,152,6,2.0,2,2682,128,122,20K-.99AC,2023-07-07,87,97,2023-04-11,"$342,914",2023-08-02,"$327,204",1975,0,0,0,FCS
ML81945159,FLTHOME,RES,RESTORD,13112,292 Walnut Lane,West Linn,95137,147,6,1.0,2,3330,172,176,7-9.99AC,2023-04-21,7,15,2023-04-14,"$573,238",2023-05-17,"$586,080",2004,0,0,1,ASSMP
ML81945160,CONDO,RES,RESTORD,12326,2606 Cherry Drive Unit 506,City,95199,147,2,1.0,2,1781,747,723,"3K-4,999SF",2023-05-07,52,55,2023-03-16,"$1,330,612",2023-06-09,"$1,287,663",1966,489,2,3,NOFNCING
ML81945161,DETACHD,RES,RESTORD,5617,706 Cedar Street,Portland,95223,150,5,4.1,2,2277,407,392,"7K-9,999SF",2024-08-21,54,58,2024-06-28,"$926,112",2024-09-12,"$892,584",1951,0,1,0,LOW-INC
ML81945162,FLTHOME,RES,APPROX,9164,8915 Aspen Lane,Lake Oswego,95191,142,6,3.1,3,3876,172,166,1-2.99AC,2023-05-26,5,8,2023-05-21,"$666,191",2023-06-23,"$643,416",2011,0,3,1,FHA
ML81945163,ATTACHD,RES,REMOD,13451,2027 Ash Drive,Portland,95146,$141,4,4.0,2,2381,762,760,"0-2,999SF",2023-02-25,22,29,2023-02-03,"$1,813,944",2023-04-05,"$1,809,560",1981,276,2,2,FMHA
ML81945164,RES-MFG,RES,FIXER,11169,3896 Elm Court,Portland,95100,150,6,4.1,1,3072,487,470,"7K-9,999SF",2024-10-01,27,28,2024-09-04,"$1,495,738",2024-11-09,"$1,443,840",2022,0,0,0,REHAB
ML81945165,CONDO,RES,EXISTNG,9650,737 Oak Road,Portland,95216,152,3,2.1,2,991,573,599,"3K-4,999SF",2024-12-25,42,51,2024-11-13,"$568,034",2025-01-15,"$593,609",1981,480,1,0,ASSMP
ML81945166,DETACHD,RES,EXISTNG,6907,4530 Walnut Circle,City,95124,143,6,3.0,2,1102,702,721,5-6.99AC,2023-12-12,70,80,2023-10-03,"$773,938",2024-01-07,"$794,542",1990,0,2,0,CALL-SA
ML81945167,CONDO,RES,REGHIST,13480,3869 Walnut Lane Unit 375,Portland,95147,150,2,2.0,3,4273,391,399,"3K-4,999SF",2024-04-07,26,35,2024-03-12,"$1,670,149",2024-05-09,"$1,704,927",2014,294,3,3,LSE-BAK
ML81945168,IN-PARK,RES,APPROX,9803,6693 Walnut Road,Portland,95186,152,3,4.1,2,986,1730,1749,"0-2,999SF",2024-01-12,41,45,2023-12-02,"$1,705,384",2024-02-16,"$1,724,514",1962,0,3,1,FCS
ML81945169,IN-PARK,RES,REGHIST,6005,201 Ash Drive,Aloha,95236,150,6,2.0,3,1781,1043,1033,"15K-19,999SF",2023-08-03,18,26,2023-07-16,"$1,856,786",2023-09-06,"$1,839,773",2022,0,2,0,USDA
ML81945170,PLNCOMM,RES,EXISTNG,14659,6231 Birch Lane,Portland,95215,142,6,3.1,2,3235,288,289,"0-2,999SF",2023-03-01,54,58,2023-01-06,"$931,588",2023-03-28,"$934,915",1957,0,0,1,SGI
ML81945171,FLTHOME,RES,REGHIST,3427,630 Willow Way,Portland,95196,147,1,3.0,3,1344,528,535,10-19.99AC,2023-08-18,41,41,2023-07-08,"$709,163",2023-09-25,"$719,040",1954,0,3,2,VA
ML81945172,CONDO,RES,RESALE,8014,7238 Redwood Road Unit 527,Portland,95122,$141,3,4.0,2,1326,1322,1297,"15K-19,999SF",2023-11-04,47,49,2023-09-18,"$1,752,544",2023-12-09,"$1,719,822",1979,364,2,1,NOFNCING
ML81945173,RES-MFG,RES,PROPOSD,3314,1985 Cypress Road,Portland,95140,141,2,2.0,2,1689,216,205,20-49.99AC,2023-04-24,14,22,2023-04-10,"$364,180",2023-05-15,"$346,245",2004,0,1,3,REHAB
ML81945174,FLTHOME,RES,EXISTNG,7603,655 Pine Place,Portland,95188,141,1,3.1,2,3791,502,498,"15K-19,999SF",2023-11-17,36,42,2023-10-12,"$1,904,881",2023-12-18,"$1,887,918",1975,0,0,1,LOW-INC
ML81945175,RES-MFG,RES,EXISTNG,7208,1308 Oak Drive,Aloha,95163,150,3,2.1,3,2114,449,428,"5K-6,999SF",2024-08-26,51,54,2024-07-06,"$948,698",2024-09-15,"$904,792",2014,0,0,3,FHA
ML81945176,CONDO,RES,FIXER,14960,2574 Willow Court Unit 289,Portland,95105,152,6,2.0,3,2215,700,672,5-6.99AC,2023-09-08,26,32,2023-08-13,"$1,550,088",2023-10-01,"$1,488,480",2006,0,1,0,VA
ML81945177,PLNCOMM,RES,UNKNOWN,13627,9911 Redwood Street,Portland,95250,143,1,3.1,3,4299,155,151,"10K-14,999SF",2023-08-19,80,87,2023-05-31,"$665,363",2023-09-09,"$649,149",1980,0,3,0,REHAB
ML81945178,CONDO,RES,REGHIST,10850,1737 Pine Drive,Portland,95202,142,4,1.0,3,2934,199,196,"3K-4,999SF",2023-10-25,85,89,2023-08-01,"$584,553",2023-11-15,"$575,064",2004,184,1,2,LOW-INC
ML81945179,ATTACHD,RES,FIXER,9063,3172 Elm Street,Forest Grove,95158,142,4,2.1,3,821,1096,1041,"5K-6,999SF",2024-04-08,23,26,2024-03-16,"$899,744",2024-05-15,"$854,661",1969,0,0,2,FMHA
ML81945180,FLTHOME,RES,UNKNOWN,3369,9014 Oak Lane,Portland,95138,141,4,1.1,2,3423,569,554,20-49.99AC,2024-06-22,27,29,2024-05-26,"$1,948,500",2024-07-26,"$1,896,342",1966,0,0,3,OWNCRRY
ML81945181,RES-MFG,RES,EXISTNG,8030,1025 Maple Drive,Portland,95103,147,5,2.1,2,3455,561,536,"15K-19,999SF",2023-06-07,26,28,2023-05-12,"$1,937,386",2023-07-13,"$1,851,880",1993,0,1,1,CASH
ML81945182,DETACHD,RES,RESTORD,10156,6702 Willow Street,Portland,95188,147,1,2.0,2,3039,170,176,"5K-6,999SF",2023-12-11,40,42,2023-11-01,"$516,798",2024-01-05,"$534,864",1997,0,1,1,USDA
ML81945183,IN-PARK,RES,APPROX,13077,3293 Maple Way,Hillsboro,95249,147,6,3.0,2,3595,256,259,"15K-19,999SF",2024-08-30,56,63,2024-07-05,"$921,148",2024-09-21,"$931,105",1995,0,2,0,OWNCRRY
ML81945184,DETACHD,RES,UNKNOWN,3166,5586 Pine Drive,Aloha,95153,152,5,1.0,2,3659,483,483,"10K-14,999SF",2024-10-12,22,32,2024-09-20,"$1,765,500",2024-11-11,"$1,767,297",1979,0,0,2,CONV
ML81945185,IN-PARK,RES,REGHIST,6302,7489 Magnolia Court,Portland,95116,147,1,2.0,1,1922,911,877,"15K-19,999SF",2023-01-30,6,14,2023-01-24,"$1,750,450",2023-03-11,"$1,685,594",1988,0,2,3,LSE-BAK
ML81945186,PLNCOMM,RES,NEW,12813,2189 Cedar Avenue,Lake Oswego,95182,141,4,4.0,1,3917,119,117,"15K-19,999SF",2023-05-05,86,94,2023-02-08,"$466,438",2023-06-07,"$458,289",2024,0,3,2,LEAS-OP
ML81945187,ATTACHD,RES,PROPOSD,3151,4182 Magnolia Avenue,Portland,95128,150,2,4.1,1,1605,295,280,20K-.99AC,2024-11-28,21,29,2024-11-07,"$474,118",2025-01-04,"$449,400",1962,0,0,2,CALL-SA
ML81945188,IN-PARK,RES,REMOD,12735,4142 Walnut Road,Portland,95161,142,1,2.1,1,4231,296,281,"7K-9,999SF",2024-08-17,18,19,2024-07-30,"$1,250,502",2024-09-17,"$1,188,911",1998,0,1,1,TRADE
ML81945189,DETACHD,RES,FIXER,12628,9695 Maple Circle,Portland,95128,150,1,4.1,2,1612,418,438,3-4.99AC,2024-01-05,9,15,2023-12-27,"$673,916",2024-02-01,"$706,056",1959,0,0,0,OTHER
ML81945190,ATTACHD,RES,RESTORD,6326,8254 Cypress Lane,Portland,95169,142,5,1.1,2,3581,280,282,20-49.99AC,2024-10-01,81,84,2024-07-12,"$1,002,142",2024-11-03,"$1,009,842",1952,0,0,2,VA
ML81945191,DETACHD,RES,FIXER,6874,2816 Elm Street,Portland,95151,142,3,1.1,2,2079,901,909,"10K-14,999SF",2024-06-15,89,92,2024-03-18,"$1,873,555",2024-07-11,"$1,889,811",1986,0,3,0,CASH
ML81945192,IN-PARK,RES,FIXER,13321,6519 Oak Court,Gaston,95156,150,5,4.0,3,4077,75,77,"10K-14,999SF",2023-06-06,66,66,2023-04-01,"$307,599",2023-06-29,"$313,929",2004,0,0,2,REHAB
ML81945193,CONDO,RES,REMOD,6473,2623 Pine Street Unit 347,Lake Oswego,95154,147,5,2.1,2,3296,170,169,"0-2,999SF",2024-07-16,43,52,2024-06-03,"$558,830",2024-08-06,"$557,024",2017,547,3,1,OTHER
ML81945194,IN-PARK,RES,UNKNOWN,10484,5151 Redwood Street,Lake Oswego,95146,152,3,3.1,1,1269,1140,1143,1-2.99AC,2023-04-05,10,19,2023-03-26,"$1,446,465",2023-04-29,"$1,450,467",2011,0,0,1,REHAB
ML81945195,FLTHOME,RES,REMOD,4758,3815 Maple Boulevard,Portland,95241,147,4,3.0,2,4155,246,256,"0-2,999SF",2023-10-03,9,17,2023-09-24,"$1,020,145",2023-10-30,"$1,063,680",1979,0,0,3,SGI
ML81945196,PLNCOMM,RES,REMOD,3540,466 Maple Circle,Portland,95158,152,3,3.0,1,4340,121,123,3-4.99AC,2024-03-05,36,41,2024-01-29,"$523,270",2024-04-06,"$533,820",2006,0,0,0,ASSMP
ML81945197,DETACHD,RES,UNDRCON,10027,5803 Spruce Place,Gales Creek,95178,142,2,4.1,1,3116,313,298,"0-2,999SF",2024-04-19,56,63,2024-02-23,"$976,707",2024-05-16,"$928,568",1996,0,0,1,FMHA
ML81945198,PLNCOMM,RES,RESTORD,7179,9542 Magnolia Road,Gaston,95144,147,6,2.0,2,1840,300,289,"10K-14,999SF",2024-04-13,57,57,2024-02-16,"$552,413",2024-05-23,"$531,760",1978,0,2,0,REHAB
ML81945199,IN-PARK,RES,RESTORD,5181,3997 Maple Street,Portland,95157,141,6,2.1,2,1810,1003,1015,"0-2,999SF",2025-01-08,64,72,2024-11-05,"$1,814,927",2025-02-01,"$1,837,150",1995,0,1,2,ASSMP
ML81945200,PLNCOMM,RES,UNKNOWN,13681,7437 Redwood Way,Portland,95248,152,2,2.1,1,1206,1352,1347,20-49.99AC,2023-08-04,5,5,2023-07-30,"$1,630,613",2023-08-24,"$1,624,482",1968,0,0,3,CALL-SA
ML81945201,IN-PARK,RES,UNDRCON,11301,876 Spruce Place,Portland,95140,150,6,4.1,1,1931,528,516,20K-.99AC,2023-05-25,58,66,2023-03-28,"$1,020,376",2023-06-30,"$996,396",2009,0,0,3,OTHER
ML81945202,FLTHOME,RES,EXISTNG,3369,6212 Maple Road,Portland,95151,141,4,3.0,3,2999,185,191,20-49.99AC,2023-03-12,33,37,2023-02-07,"$555,330",2023-04-06,"$572,809",1995,0,1,1,TRADE
ML81945203,DETACHD,RES,FIXER,6629,8826 Redwood Circle,Beaverton,95156,141,6,1.0,1,3556,185,187,1-2.99AC,2023-06-06,48,53,2023-04-19,"$656,729",2023-07-12,"$664,972",1995,0,3,1,FHA
ML81945204,PLNCOMM,RES,REMOD,6284,3240 Magnolia Circle,Portland,95182,147,6,1.0,2,1728,176,170,"10K-14,999SF",2025-01-07,57,59,2024-11-11,"$304,695",2025-02-10,"$293,760",1955,0,3,2,OWNCONT
ML81945205,IN-PARK,RES,REMOD,8255,2798 Elm Lane,Portland,95186,147,1,3.0,2,1565,406,417,"5K-6,999SF",2024-12-15,29,38,2024-11-16,"$636,015",2025-01-10,"$652,605",1990,0,3,1,FMHA
ML81945206,CONDO,RES,FIXER,14971,8463 Pine Lane,Portland,95235,150,2,3.0,2,1017,805,835,"3K-4,999SF",2024-03-27,47,50,2024-02-09,"$818,427",2024-04-24,"$849,195",2019,489,0,1,FHA
ML81945207,PLNCOMM,RES,REGHIST,8716,3620 Spruce Drive,Cornelius,95215,143,2,2.0,3,1484,1175,1165,"3K-4,999SF",2023-02-28,51,52,2023-01-08,"$1,743,379",2023-03-21,"$1,728,860",1980,0,2,1,USDA
ML81945208,FLTHOME,RES,UNKNOWN,14265,8231 Pine Street,Portland,95111,147,6,4.0,3,1733,1125,1116,"7K-9,999SF",2023-08-08,74,82,2023-05-26,"$1,949,258",2023-09-13,"$1,934,028",1979,0,3,1,TRADE
ML81945209,RES-MFG,RES,UNDRCON,6648,549 Oak Lane,Portland,95247,141,2,1.0,1,2153,580,598,1-2.99AC,2024-01-19,73,79,2023-11-07,"$1,248,308",2024-02-09,"$1,287,494",2020,0,1,1,CONV
ML81945210,DETACHD,RES,EXISTNG,4391,5835 Pine Circle,Beaverton,95200,$141,4,1.1,1,2822,272,265,7-9.99AC,2023-11-17,56,64,2023-09-22,"$767,038",2023-12-19,"$747,830",1983,0,0,1,FCS
ML81945211,IN-PARK,RES,UNDRCON,12582,7173 Cypress Drive,Portland,95160,143,6,1.0,1,1224,956,952,"7K-9,999SF",2024-09-14,32,42,2024-08-13,"$1,170,165",2024-10-15,"$1,165,248",2012,0,0,3,TRADE
ML81945212,ATTACHD,RES,RESTORD,5470,8784 Aspen Road,Portland,95175,143,4,4.0,3,2994,509,491,5-6.99AC,2024-01-29,59,66,2023-12-01,"$1,525,186",2024-03-05,"$1,470,054",1960,266,3,3,OWNCRRY
ML81945213,CONDO,RES,REGHIST,14632,1680 Aspen Boulevard Unit 231,Portland,95214,143,4,2.0,1,3626,317,307,"5K-6,999SF",2023-09-06,76,85,2023-06-22,"$1,149,122",2023-10-11,"$1,113,182",1956,261,2,2,LEAS-OP
ML81945214,IN-PARK,RES,FIXER,14324,9057 Pine Road,Portland,95188,141,6,1.0,2,4081,480,474,1-2.99AC,2023-11-30,68,70,2023-09-23,"$1,957,844",2023-12-21,"$1,934,394",1974,0,3,1,CASH
ML81945215,CONDO,RES,UNDRCON,13422,9996 Magnolia Lane Unit 122,Milwaukie,95111,147,1,1.1,1,2345,715,727,"7K-9,999SF",2024-03-06,87,97,2023-12-10,"$1,675,723",2024-03-31,"$1,704,815",1988,239,1,1,FHA
ML81945216,FLTHOME,RES,REMOD,9559,6680 Redwood Lane,West Linn,95114,143,6,4.0,1,1574,872,849,"5K-6,999SF",2024-10-29,44,51,2024-09-15,"$1,373,231",2024-12-01,"$1,336,326",1999,0,3,2,TRADE
ML81945217,CONDO,RES,UNDRCON,11292,889 Oak Road,Lake Oswego,95140,143,2,1.1,3,838,1035,1000,7-9.99AC,2023-08-13,18,22,2023-07-26,"$867,331",2023-09-09,"$838,000",1984,0,2,1,FMHA
ML81945218,IN-PARK,RES,REMOD,14397,7562 Aspen Boulevard,Portland,95227,150,6,3.1,1,1850,773,755,20K-.99AC,2024-07-12,52,62,2024-05-21,"$1,430,585",2024-08-11,"$1,396,750",2016,0,3,2,ASSMP
ML81945219,IN-PARK,RES,RESALE,4887,6044 Redwood Court,Portland,95170,141,2,4.0,2,3158,518,543,5-6.99AC,2024-04-01,72,78,2024-01-20,"$1,636,374",2024-04-23,"$1,714,794",1960,0,2,0,NOFNCING
ML81945220,FLTHOME,RES,RESALE,11978,2807 Cypress Lane,Portland,95151,147,5,1.0,1,4476,160,163,"3K-4,999SF",2025-01-09,29,34,2024-12-11,"$717,014",2025-02-07,"$729,588",1961,0,1,1,OTHER
ML81945221,FLTHOME,RES,PROPOSD,13426,6283 Aspen Court,West Linn,95105,141,3,4.0,3,4137,365,359,3-4.99AC,2023-11-04,39,45,2023-09-26,"$1,511,315",2023-12-01,"$1,485,183",2002,0,3,0,ASSMP
ML81945222,ATTACHD,RES,EXISTNG,4998,5345 Spruce Boulevard,Portland,95121,143,5,4.1,3,4073,114,113,"0-2,999SF",2024-10-03,70,75,2024-07-25,"$464,478",2024-10-30,"$460,249",1995,499,0,2,LEAS-OP
